StudyArea,Plot,Uplot,Date,Jday,Season,Year,Occasion,Board,SVL1,TL1,SVL2,TL2,Sex,Morph,New/Recap,Mark1,Mark2,MarkFinal,Umark,Snout,NumberEggs,Notes
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,A4,34.59,71.2,35,71,U,L,N,xYYRO,xYYRO,xYYRO,Bridgewater_IV_xYYRO,,,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,A5,23.5,37.8,24.68,42.01,U,S,N,xOBOO,xOBOO,xOBOO,Bridgewater_IV_xOBOO,,,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,A7,22.81,35.02,23,37,F,S,N,xYOYO,xYOYO,xYOYO,Bridgewater_IV_xYOYO,,,immature eggs (not countable)
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,A9,23,41,22.25,41.1,U,L,R,xOORO,xOORO,xOORO,Bridgewater_IV_xOORO,,,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,C4,30.48,63.6,32.22,59.91,U,S,R,xORBO,xORBO,xORBO,Bridgewater_IV_xORBO,,,blunt tail
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,C7,24.45,42.18,23.35,40.51,F,S,N,xYYOO,xYYOO,xYYOO,Bridgewater_IV_xYYOO,,,immature eggs (not countable)
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,C9,32.15,45,31.6,45.84,U,S,R,xOOOO,xOOOO,xOOOO,Bridgewater_IV_xOOOO,,,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,D10,36.35,68.36,35,68.1,U,S,N,xOBRO,xOBRO,xOBRO,Bridgewater_IV_xOBRO,,,
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,D7,19.4,26.14,19.95,25.88,F,S,R,xORRO,xORRO,xORRO,Bridgewater_IV_xORRO,,,"O mark in center of torso, ventral side; R at position 4 migrated to tail"
Bridgewater,IV,Bridgewater_IV,5/10/2017,129,Spring,2017,4,E9,43.89,79.72,44.11,82.74,U,S,N,xOYBO,xOYBO,xOYBO,Bridgewater_IV_xOYBO,,,"did not receive plot code (O-5), tail lost in bag"
Bridgewater,V,Bridgewater_V,5/10/2017,129,Spring,2017,4,C2,29.2,56.3,28.86,56.11,F,S,N,xxBRY,xxBRY,xxBRY,Bridgewater_V_xxBRY,,8,
Bridgewater,V,Bridgewater_V,5/10/2017,129,Spring,2017,4,D3,37.14,70,38.56,70.23,U,S,N,xxBOY,xxBOY,xxBOY,Bridgewater_V_xxBOY,,,
Bridgewater,V,Bridgewater_V,5/10/2017,129,Spring,2017,4,D6,41.46,77.14,42,78.1,U,S,N,xxBYY,xxBYY,xxBYY,Bridgewater_V_xxBYY,,,
Bridgewater,VI,Bridgewater_VI,5/10/2017,129,Spring,2017,4,E5,25.16,43.65,24,43,F,L,N,xxBBY,xxBBY,xxBBY,Bridgewater_VI_xxBBY,,,regrowing tail
Bridgewater,I,Bridgewater_I,5/18/2017,137,Spring,2017,5,A10,18.26,33.56,18.59,33.19,U,S,R,xBYx,xBYx,xBYx,Bridgewater_I_xBYx,,,
Bridgewater,I,Bridgewater_I,5/18/2017,137,Spring,2017,5,B2,23.21,39.2,21.44,36.54,M,S,R,xBBx,xBBx,xBBx,Bridgewater_I_xBBx,cirri,,
Bridgewater,I,Bridgewater_I,5/18/2017,137,Spring,2017,5,C8,23,40.5,24.1,40.06,F,S,N,OxxO,OxxO,OxxO,Bridgewater_I_OxxO,,8,
Bridgewater,I,Bridgewater_I,5/18/2017,137,Spring,2017,5,D3,31.98,63.05,29.94,60.88,U,S,N,OxxY,OxxY,OxxY,Bridgewater_I_OxxY,,,"blunt, regrowing tail"
Bridgewater,I,Bridgewater_I,5/18/2017,137,Spring,2017,5,D3,22.85,28.84,21.05,29.5,U,S,N,OxRx,OxRx,OxRx,Bridgewater_I_OxRx,,,
Bridgewater,II,Bridgewater_II,5/18/2017,137,Spring,2017,5,A3,34.02,67.09,32.75,61.33,U,S,N,OxxB,OxxB,OxxB,Bridgewater_II_OxxB,,,blunt tail
Bridgewater,II,Bridgewater_II,5/18/2017,137,Spring,2017,5,D7,23.15,44.08,25,44,U,S,R,xxBB,xxBB,xxBB,Bridgewater_II_xxBB,,,
Bridgewater,II,Bridgewater_II,5/18/2017,137,Spring,2017,5,E9,24.71,40.25,22,39,U,L,R,xYxO,xYxO,xYxO,Bridgewater_II_xYxO,,,
Bridgewater,III,Bridgewater_III,5/18/2017,137,Spring,2017,5,C3,38,68,37.55,67.69,U,S,R,xxOxO,xxOxO,xxOxO,Bridgewater_III_xxOxO,,,"blunt tail, regrowing"
Bridgewater,III,Bridgewater_III,5/18/2017,137,Spring,2017,5,D1,21.61,23.46,22,24,M,S,N,xYYYO,xYYYO,xYYYO,Bridgewater_III_xYYYO,cirri,,"blunt tail, regrowing"
Bridgewater,III,Bridgewater_III,5/18/2017,137,Spring,2017,5,D5,40,75,40.19,75.74,F,L,R,xRBRO,xRBRO,xRBRO,Bridgewater_III_xRBRO,,,hard to sex
Bridgewater,III,Bridgewater_III,5/18/2017,137,Spring,2017,5,E10,31.14,57.91,31.5,58.1,U,S,N,xYYOO,xYYOO,xYYOO,Bridgewater_III_xYYOO,,,
Bridgewater,IV,Bridgewater_IV,5/18/2017,137,Spring,2017,5,A2,33,62,32,61.5,F,S,N,xYBRO,xYBRO,xYBRO,Bridgewater_IV_xYBRO,,,
Bridgewater,IV,Bridgewater_IV,5/18/2017,137,Spring,2017,5,B10,36.06,60.14,35.61,58.81,U,S,R,xYYxO,xYYxO,xYYxO,Bridgewater_IV_xYYxO,,,regrowing tail
Bridgewater,V,Bridgewater_V,5/18/2017,137,Spring,2017,5,D3,32.36,50.52,31.53,51.51,U,S,R,xxBOY,xxBOY,xxBOY,Bridgewater_V_xxBOY,,,O mark migrated to middle of flank (between two legs)
Bridgewater,V,Bridgewater_V,5/18/2017,137,Spring,2017,5,D4,39.78,79.66,38.84,79.6,U,S,R,xxxYY,xxBYY,xxBYY,Bridgewater_V_xxBYY,,,re-did B mark
Bridgewater,V,Bridgewater_V,5/18/2017,137,Spring,2017,5,E10,38.11,77.16,38.9,76.03,U,S,N,xYxRY,xYxRY,xYxRY,Bridgewater_V_xYxRY,,,migrating marks
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,A3,34.96,56.1,32.21,58.24,F,L,N,YBxx,YBxx,YBxx,Bridgewater_I_YBxx,,,immature eggs (not countable)
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,B8,24.79,43.45,26.55,43.73,M,S,N,OxOx,OxOx,OxOx,Bridgewater_I_OxOx,cirri,,no tail
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,D3,31.96,45.22,32.53,45.3,U,S,R,OxxY,OxxY,OxxY,Bridgewater_I_OxxY,,,regrowing tail
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,D5,24.59,46.26,25.06,45.2,F,S,N,BxRx,BxRx,BxRx,Bridgewater_I_BxRx,,5,"no tail, regrowing"
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,D7,22.43,42.08,22.9,41.63,M,S,R,xxYB,xxYB,xxYB,Bridgewater_I_xxYB,cirri,,"no tail, regrowing"
Bridgewater,I,Bridgewater_I,5/25/2017,144,Spring,2017,6,E4,21.3,26.56,21.79,25.99,F,L,N,OOYx,OOYx,OOYx,Bridgewater_I_OOYx,,5,very large eggs
Bridgewater,II,Bridgewater_II,5/25/2017,144,Spring,2017,6,C4,40.04,65.84,39.15,66.12,F,S,N,BxxO,BxxO,BxxO,Bridgewater_II_BxxO,,,
Bridgewater,II,Bridgewater_II,5/25/2017,144,Spring,2017,6,D7,44.21,73.15,44.39,71.23,F,S,N,BxxB,BxxB,BxxB,Bridgewater_II_BxxB,,,immature eggs (not countable)
Bridgewater,II,Bridgewater_II,5/25/2017,144,Spring,2017,6,E6,27.57,49.26,27.01,50.83,U,S,N,BxxY,BxxY,BxxY,Bridgewater_II_BxxY,,,blunt tail
Bridgewater,III,Bridgewater_III,5/25/2017,144,Spring,2017,6,A9,44.18,92.7,45.4,90.21,U,S,N,xYBOO,xYBOO,xYBOO,Bridgewater_III_xYBOO,,,
Bridgewater,III,Bridgewater_III,5/25/2017,144,Spring,2017,6,B10,34.71,52.73,33.86,52.35,U,S,R,xOYOO,xOYOO,xOYOO,Bridgewater_III_xOYOO,,,"no plot mark, no tail"
Bridgewater,III,Bridgewater_III,5/25/2017,144,Spring,2017,6,B9,29.98,54.97,33.85,57.09,U,S,N,xBBYO,xBBYO,xBBYO,Bridgewater_III_xBBYO,,,
Bridgewater,IV,Bridgewater_IV,5/25/2017,144,Spring,2017,6,A4,33.53,62.01,32.79,62.56,U,L,R,xYYRO,xYYRO,xYYRO,Bridgewater_IV_xYYRO,,,"R mark from position 4 migrated to center of tail, ventral side"
Bridgewater,IV,Bridgewater_IV,5/25/2017,144,Spring,2017,6,A6,33.54,60.86,33.64,60.95,U,S,N,RxRRO,RxRRO,RxRRO,Bridgewater_IV_RxRRO,,,inside a hole under board (photo)
Bridgewater,IV,Bridgewater_IV,5/25/2017,144,Spring,2017,6,B5,35.18,60.31,32.5,60.68,U,S,N,RxROO,RxROO,RxROO,Bridgewater_IV_RxROO,,,regrowing tail
Bridgewater,IV,Bridgewater_IV,5/25/2017,144,Spring,2017,6,B6,43,58.02,44.89,57.36,U,S,N,xBBBO,xBBBO,xBBBO,Bridgewater_IV_xBBBO,,,
Bridgewater,IV,Bridgewater_IV,5/25/2017,144,Spring,2017,6,C2,29.67,55.79,29.24,56.11,F,S,N,xYBRO,xYBRO,xYBRO,Bridgewater_IV_xYBRO,,,
Bridgewater,I,Bridgewater_I,6/1/2017,151,Spring,2017,7,A5,35.8,42.42,36.71,42.98,U,S,R,xxRx,xxRx,xxRx,Bridgewater_I_xxRx,,,
Bridgewater,I,Bridgewater_I,6/1/2017,151,Spring,2017,7,A6,44.11,50.86,45.51,52.31,U,S,N,xxYY,xxYY,xxYY,Bridgewater_I_xxYY,,,also a leadback with same mark code
Bridgewater,I,Bridgewater_I,6/1/2017,151,Spring,2017,7,C3,39.9,59.37,39.94,61.24,M,S,R,xBBx,xBBx,xBBx,Bridgewater_I_xBBx,cirri,,
Bridgewater,I,Bridgewater_I,6/1/2017,151,Spring,2017,7,C5,32.5,64.89,34.32,62.13,F,S,N,OxYx,OxYx,OxYx,Bridgewater_I_OxYx,,6,regrowing tail
Bridgewater,II,Bridgewater_II,6/1/2017,151,Spring,2017,7,C6,36.88,70.64,34.9,68.32,F,S,R,BxxO,BxxO,BxxO,Bridgewater_II_BxxO,,,
Bridgewater,II,Bridgewater_II,6/1/2017,151,Spring,2017,7,D5,23.3,40.34,23.31,39.25,U,S,R,xYOx,xYOx,xYOx,Bridgewater_II_xYOx,,,broken stripe (photo)
Bridgewater,III,Bridgewater_III,6/1/2017,151,Spring,2017,7,A8,21.75,40.34,22.91,40.07,U,S,N,RxRYO,RxRYO,RxRYO,Bridgewater_III_RxRYO,,,
Bridgewater,III,Bridgewater_III,6/1/2017,151,Spring,2017,7,B6,22.49,27.34,24.16,25.57,F,S,R,xYxRO,xYxRO,xYxRO,Bridgewater_III_xYxRO,,7,
Bridgewater,III,Bridgewater_III,6/1/2017,151,Spring,2017,7,D9,24.09,43.91,25.01,43.35,M,S,N,RxRBO,RxRBO,RxRBO,Bridgewater_III_RxRBO,cirri,,"blunt tail, regrowing"
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,A7,21.53,37.85,21.93,36.43,U,L,N,RxOOO,RxOOO,RxOOO,Bridgewater_IV_RxOOO,,,
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,B4,30.05,52.05,28.91,53.24,U,S,N,RRYxO,RRYxO,RRYxO,Bridgewater_IV_RRYxO,,,
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,B6,24.86,39.4,25.57,37.24,U,S,N,RxORO,RxORO,RxORO,Bridgewater_IV_RxORO,,,
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,B9,28,49.73,28.36,50.26,U,S,R,xOOOO,xOOOO,xOOOO,Bridgewater_IV_xOOOO,,,
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,D9,35.17,69.95,36.71,68.74,U,S,N,ROxRO,ROxRO,ROxRO,Bridgewater_IV_ROxRO,,,
Bridgewater,IV,Bridgewater_IV,6/1/2017,151,Spring,2017,7,E1,32.73,58.58,31.76,59.35,M,S,N,RRBxO,RRBxO,RRBxO,Bridgewater_IV_RRBxO,cirri,,tail a little blunt
Conte,Plot1,Conte_Plot1,9/19/2013,261,Fall,2013,,A3,35,61,35,60,F,S,N,PxPx,-,PxPx,Conte_Plot1_PxPx,-,,
Conte,Plot1,Conte_Plot1,9/19/2013,261,Fall,2013,,A6,35,69,35,70,F,S,N,YYxx,-,YYxx,Conte_Plot1_YYxx,-,,
Conte,Plot1,Conte_Plot1,9/19/2013,261,Fall,2013,,B6,42,91,42,91,F,L,N,PPxx,-,PPxx,Conte_Plot1_PPxx,-,,
Conte,Plot1,Conte_Plot1,9/19/2013,261,Fall,2013,,D6,48,90,48,90,F,S,N,BxBx,-,BxBx,Conte_Plot1_BxBx,-,,
Conte,Plot2,Conte_Plot2,9/19/2013,261,Fall,2013,,B9,35,69,35,70,F,S,N,YxYx,-,YxYx,Conte_Plot2_YxYx,-,,
Conte,Plot2,Conte_Plot2,9/19/2013,261,Fall,2013,,C3,36,74,37,74,F,S,N,xBBx,-,xBBx,Conte_Plot2_xBBx,-,,
Conte,Plot2,Conte_Plot2,9/19/2013,261,Fall,2013,,E4,33,67,33,66,F,S,N,xBxB,-,xBxB,Conte_Plot2_xBxB,-,,
Conte,Plot2,Conte_Plot2,9/19/2013,261,Fall,2013,,E6,35,68,35,68,F,S,N,OxxO,-,OxxO,Conte_Plot2_OxxO,-,,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,A1,39,75,39,76,F,S,N,BPxx,-,BPxx,Conte_Plot3_BPxx,-,,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,A4,45,94,45,93,F,S,N,OxOx,-,OxOx,Conte_Plot3_OxOx,-,13,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,A7,32,66,32,66,F,L,N,xxPx,-,xxPx,Conte_Plot3_xxPx,-,,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,B2,37,75,37,75,F,S,N,xYxY,-,xYxY,Conte_Plot3_xYxY,-,,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,D6,48,97,48,98,F,S,N,xxOO,-,xxOO,Conte_Plot3_xxOO,-,11,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,E10,32,63,32,64,F,S,N,xxPP,-,xxPP,Conte_Plot3_xxPP,-,,
Conte,Plot3,Conte_Plot3,9/19/2013,261,Fall,2013,,E6,41,88,41,89,F,S,N,OOxx,-,OOxx,Conte_Plot3_OOxx,-,11,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,A10,45,95,44,95,F,S,N,xxYx,-,xxYx,Conte_Plot4_xxYx,-,10,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,A10,47,100,48,100,M,S,N,xPxP,-,xPxP,Conte_Plot4_xPxP,cirri,,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,A3,44,98,44,98,F,S,N,xOxO,-,xOxO,Conte_Plot4_xOxO,-,6,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,A3,43,85,43,85,M,S,N,xPxP,-,xPxP,Conte_Plot4_xPxP,cirri,,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,B8,45,90,45,90,M,S,N,BxxB,-,BxxB,Conte_Plot4_BxxB,cirri,,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,C4,39,83,39,83,M,S,N,xxOY,-,xxOY,Conte_Plot4_xxOY,cirri,,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,E3,40,91,40,90,F,S,N,YxBx,-,YxBx,Conte_Plot4_YxBx,-,10,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,E4,40,78,40,78,F,L,N,Oxxx,-,Oxxx,Conte_Plot4_Oxxx,-,11,
Conte,Plot4,Conte_Plot4,9/19/2013,261,Fall,2013,,E4,39,69,39,69,F,S,N,Pxxx,-,Pxxx,Conte_Plot4_Pxxx,-,6,
Conte,Plot5,Conte_Plot5,9/19/2013,261,Fall,2013,,B6,28,48,28,48,F,L,N,YxxY,-,YxxY,Conte_Plot5_YxxY,-,,
Conte,Plot5,Conte_Plot5,9/19/2013,261,Fall,2013,,D3,37,81,37,80,M,S,N,BxxP,-,BxxP,Conte_Plot5_BxxP,cirri,,
Conte,Plot5,Conte_Plot5,9/19/2013,261,Fall,2013,,D9,35,74,35,74,F,S,N,xxPO,-,xxPO,Conte_Plot5_xxPO,-,5,
Conte,Plot5,Conte_Plot5,9/19/2013,261,Fall,2013,,E10,36,75,37,75,M,S,N,PxxY,-,PxxY,Conte_Plot5_PxxY,cirri,,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,C4,32,59,32,59,M,S,N,BxxY,-,BxxY,Conte_Plot1_BxxY,-,,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,C7,47,93,46,91,F,S,R,BxBx,BxBx,BxBx,Conte_Plot1_BxBx,-,10,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,D10,41,90,42,90,F,L,N,xYYx,-,xYYx,Conte_Plot1_xYYx,-,11,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,D4,48,98,45,98,F,S,N,xxYY,-,xxYY,Conte_Plot1_xxYY,-,10,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,D6,39,86,38,84,M,S,N,xPxx,-,xPxx,Conte_Plot1_xPxx,-,,
Conte,Plot1,Conte_Plot1,10/1/2013,273,Fall,2013,,D7,34,69,34,67,F,L,N,BYxx,-,BYxx,Conte_Plot1_BYxx,-,6,
Conte,Plot2,Conte_Plot2,10/1/2013,273,Fall,2013,,A5,32,57,33,56,M,L,N,-,-,-,Conte_Plot2_-,-,,ran out of time to mark
Conte,Plot2,Conte_Plot2,10/1/2013,273,Fall,2013,,D6,45,76,45,77,M,S,N,-,-,-,Conte_Plot2_-,-,,ran out of time to mark
Conte,Plot2,Conte_Plot2,10/1/2013,273,Fall,2013,,E7,35,68,35,68,M,S,R,OxxO,OxxO,OxxO,Conte_Plot2_OxxO,-,,
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,A1,38,67,38,68,M,S,R,BPxx,BPxx,BPxx,Conte_Plot3_BPxx,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,A4,35,68,35,68,M,S,N,-,-,-,Conte_Plot3_-,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,B1,39,79,39,80,M,S,N,-,-,-,Conte_Plot3_-,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,B7,43,83,44,84,M,L,N,-,-,-,Conte_Plot3_-,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,D5,34,71,33,71,U,S,N,-,-,-,Conte_Plot3_-,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,D6,48,97,48,98,F,S,R,xxOO,xOxO,xxOO,Conte_Plot3_xxOO,-,12,xxOO true
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,E1,40,82,40,82,F,S,N,-,-,-,Conte_Plot3_-,-,9,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,E6,34,62,35,62,M,S,N,-,-,-,Conte_Plot3_-,-,,ran out of time to mark
Conte,Plot3,Conte_Plot3,10/1/2013,273,Fall,2013,,E8,48,90,48,90,F,S,R,OOxx,OOxx,OOxx,Conte_Plot3_OOxx,-,11,ran out of time to mark
Conte,Plot6,Conte_Plot6,10/1/2013,273,Fall,2013,,A5,32,63,31,63,F,S,N,xYxO,-,xYxO,Conte_Plot6_xYxO,-,,
Conte,Plot6,Conte_Plot6,10/1/2013,273,Fall,2013,,A6,36,76,35,76,F,S,N,xYxP,-,xYxP,Conte_Plot6_xYxP,-,6,
Conte,Plot6,Conte_Plot6,10/1/2013,273,Fall,2013,,C4,36,91,36,91,M,S,N,xBxO,-,xBxO,Conte_Plot6_xBxO,-,,
Conte,Plot6,Conte_Plot6,10/1/2013,273,Fall,2013,,D3,29,60,29,60,F,L,N,xYxB,-,xYxB,Conte_Plot6_xYxB,-,,
Conte,Plot6,Conte_Plot6,10/1/2013,273,Fall,2013,,E1,41,77,41,76,F,S,N,xBxP,-,xBxP,Conte_Plot6_xBxP,-,8,
Conte,Plot1,Conte_Plot1,10/24/2013,296,Fall,2013,,A5,40,90,,,F,S,N,xxxY,xxxY,xxxY,Conte_Plot1_xxxY,-,12,
Conte,Plot1,Conte_Plot1,10/24/2013,296,Fall,2013,,C4,40,86,,,M,S,N,xxxO,xxxO,xxxO,Conte_Plot1_xxxO,-,,
Conte,Plot1,Conte_Plot1,10/24/2013,296,Fall,2013,,C5,42,77,,,F,L,N,xxxB,xxxB,xxxB,Conte_Plot1_xxxB,-,8,
Conte,Plot1,Conte_Plot1,10/24/2013,296,Fall,2013,,C6,42,91,,,M,S,N,xxxP,xxxP,xxxP,Conte_Plot1_xxxP,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,A4,33,66,,,M,S,N,xxYB,xxYB,xxYB,Conte_Plot2_xxYB,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,B10,31,62,,,F,S,N,xOYx,xOYx,xOYx,Conte_Plot2_xOYx,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,B3,43,93,,,F,L,N,xPYx,xPYx,xPYx,Conte_Plot2_xPYx,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,B3,36,47,,,M,S,N,xYOx,xYOx,xYOx,Conte_Plot2_xYOx,-,,tail tip regenerating
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,B9,44,87,,,M,S,N,xOxx,xOxx,xOxx,Conte_Plot2_xOxx,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,D8,32,66,,,F,L,N,xYxx,xYxx,xYxx,Conte_Plot2_xYxx,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,D8,49,97,,,F,S,N,xxYP,xxYP,xxYP,Conte_Plot2_xxYP,-,13,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,E4,37,65,,,F,S,N,xBxY,xBxY,xBxY,Conte_Plot2_xBxY,-,,
Conte,Plot2,Conte_Plot2,10/24/2013,296,Fall,2013,,E4,35,71,,,F,S,R,xBxB,xBxB,xBxB,Conte_Plot2_xBxB,-,,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,A1,36,71,,,F,S,N,xOBx,xOBx,xOBx,Conte_Plot3_xOBx,-,,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,A1,38,83,,,M,S,N,xBYx,xBYx,xBYx,Conte_Plot3_xBYx,-,,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,A1,43,90,,,M,S,N,xPBx,xPBx,xPBx,Conte_Plot3_xPBx,-,,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,A2,43,90,,,F,S,N,xBOx,xBOx,xBOx,Conte_Plot3_xBOx,-,10,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,A3,39,69,,,M,S,R,BPxx,BPxx,BPxx,Conte_Plot3_BPxx,-,,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,C7,49,99,,,F,S,R,xxOO,xxOO,xxOO,Conte_Plot3_xxOO,-,13,
Conte,Plot3,Conte_Plot3,10/24/2013,296,Fall,2013,,E7,42,89,,,M,L,N,xBPx,xBPx,xBPx,Conte_Plot3_xBPx,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A1,45,92,44,93,F,S,N,PxBx,PxBx,PxBx,Conte_Plot4_PxBx,-,11,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A10,36,75,36,74,F,S,N,OOxO,OOxO,OOxO,Conte_Plot4_OOxO,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A10,45,95,44,96,F,S,N,PxxO,PxxO,PxxO,Conte_Plot4_PxxO,-,9,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A10,44,90,44,90,F,S,N,xYYY,xYYY,xYYY,Conte_Plot4_xYYY,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A2,45,84,45,83,M,L,N,YxBx,YxBx,YxBx,Conte_Plot4_YxBx,-,,tail tip regenerating
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A2,46,99,45,99,F,S,R,xOxO,xOxO,xOxO,Conte_Plot4_xOxO,-,8,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A3,34,75,35,74,M,S,N,xOYx,xOYx,xOYx,Conte_Plot4_xOYx,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A5,39,76,39,78,M,S,N,xBBx,xBBx,xBBx,Conte_Plot4_xBBx,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,A9,48,100,49,101,M,S,R,xPxP,xPxP,xPxP,Conte_Plot4_xPxP,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,B10,39,82,39,81,M,S,N,OxxB,OxxB,OxxB,Conte_Plot4_OxxB,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,B4,40,82,40,82,M,L,N,PxxP,PxxP,PxxP,Conte_Plot4_PxxP,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,B9,43,87,43,86,F,L,N,OxxP,OxxP,OxxP,Conte_Plot4_OxxP,-,10,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,B9,45,96,45,97,F,S,R,xxYx,xxYx,xxYx,Conte_Plot4_xxYx,-,6,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,B9,46,99,46,98,M,S,R,xxxB,xxxB,xxxB,Conte_Plot4_xxxB,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,D10,41,79,41,77,F,S,N,OPxx,OPxx,OPxx,Conte_Plot4_OPxx,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,D6,41,84,42,83,F,S,N,BxxO,BxxO,BxxO,Conte_Plot4_BxxO,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,D9,44,90,45,90,M,S,N,OxxY,OxxY,OxxY,Conte_Plot4_OxxY,-,,
Conte,Plot4,Conte_Plot4,10/24/2013,296,Fall,2013,,E4,35,75,35,75,F,L,N,PPxP,PPxP,PPxP,Conte_Plot4_PPxP,-,,
